,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
376,N/A,N/A,DAL,N/A,N/A,N/A,N/A,N/A,62.94,10.75,0.94,2.73,8.97,14.14,6.95,37970000000.0,55.76,37970000000.0,44620000000.0,0.94,0.94,1.10,5.81,1.10,23700000000.0,37970000000.0,N/A,4.97,6.40,5.50,2440000000.0,3.4,8810000000.0,0.43,19.55,4350000000.0,37970000000.0,48.59,0.00,N/A,1.56,1.25,11080000.0,N/A
377,N/A,N/A,NSC,N/A,N/A,N/A,N/A,N/A,79.83,22.20,3.89,3.17,17.86,32.13,5.97,40300000000.0,35.84,40300000000.0,49790000000.0,19.83,1.79,4.80,11.36,4.80,6840000000.0,40300000000.0,N/A,6.34,10.00,5.80,2.53,2.53,10160000000.0,0.83,44.48,3190000000.0,40300000000.0,0.17,74.39,N/A,2.68,1.44,3620000.0,N/A
378,N/A,N/A,PEG,N/A,N/A,N/A,N/A,N/A,96.97,50.47,2.89,2.00,5.73,17.62,2.48,26280000000.0,17.98,26280000000.0,38830000000.0,17.54,12.07,4.28,13.95,4.28,3050000000.0,26280000000.0,N/A,1.03,20.80,7.60,0.55,0.55,12730000000.0,0.80,25.99,3280000000.0,26280000000.0,0.19,71.34,N/A,2.5,1.50,8950000.0,N/A
379,N/A,N/A,F,N/A,N/A,N/A,N/A,N/A,446.98,11.46,0.33,1.51,2.86,2.41,0.96,50090000000.0,38.77,50090000000.0,172740000000.0,7.98,0.83,1.12,11.02,1.12,16309999999.999998,50090000000.0,N/A,1.10,63.40,1.40,26140000000.0,6.58,149110000000.0,1.20,8.37,17690000000.0,50090000000.0,23.80,7.61,N/A,0.03,0.03,0.6,N/A
380,N/A,N/A,TWX,N/A,N/A,N/A,N/A,N/A,84.44,17.24,2.31,2.59,13.59,27.16,7.73,70630000000.0,39.43,70630000000.0,90800000000.0,13.93,1.64,2.97,10.12,2.97,12940000000.0,70630000000.0,N/A,5.26,6.50,6.00,2620000000.0,3.37,23050000000.0,1.48,35.00,5080000000.0,70630000000.0,0.15,80.18,N/A,1.23,2.03,13390000.0,N/A
381,N/A,N/A,QCOM,N/A,N/A,N/A,N/A,N/A,71.21,38.93,4.25,3.08,11.06,22.81,5.39,94700000000.0,15.09,94700000000.0,80740000000.0,16.95,1.76,3.62,12.34,3.62,12500000000.0,94700000000.0,N/A,1.65,89.40,4.50,37310000000.0,25.31,21890000000.0,4.00,20.86,4690000000.0,94700000000.0,0.12,78.46,N/A,1.48,1.80,21760000.0,N/A
382,N/A,N/A,GTN,N/A,N/A,N/A,N/A,N/A,312.11,8.01,1.44,1.78,14.91,28.61,5.53,1280000000.0,12.35,1280000000.0,2750000000.0,8.09,1.48,3.10,8.42,3.10,337330000.0,1280000000.0,N/A,1.83,172850000.0,7.10,172850000.0,2.41,1840000000.0,3.28,8.22,217560000.0,1280000000.0,4.73,77.21,N/A,4.7,6.94,3520000.0,N/A
383,N/A,N/A,ECYT,N/A,N/A,N/A,N/A,N/A,24.01,5.43,379.03,2.32,0.00,669.42,19.16,236530000.0,0.00,236530000.0,125790000.0,5.43,379.03,797.02,3.25,797.02,38730000.0,236530000.0,N/A,1.36,103080000.0,0.00,103080000.0,2.15,24.01,24.01,2.13,35960000.0,236530000.0,8.73,44.48,N/A,2.6,7.79,2540000.0,N/A
384,N/A,N/A,LYB,N/A,N/A,N/A,N/A,N/A,132.43,11.96,1.32,6.20,11.40,15.92,13.36,42260000000.0,78.68,42260000000.0,48510000000.0,11.46,1.33,1.52,7.90,1.52,5990000000.0,42260000000.0,N/A,8.96,3.70,14.70,2029999999.9999998,5.12,9100000000.0,2.44,17.27,5280000000.0,42260000000.0,19.92,77.93,N/A,3.98,3.44,10120000.0,N/A
385,N/A,N/A,HAL,N/A,N/A,N/A,N/A,N/A,118.30,181.03,2.05,4.17,1.13,7.93,3.53,38380000000.0,21.55,38380000000.0,46890000000.0,20.75,1.84,2.51,15.47,2.51,3030000000.0,38380000000.0,N/A,0.24,983.30,42.00,1960000000.0,2.25,10940000000.0,2.20,10.56,2520000000.0,38380000000.0,0.25,82.78,N/A,3.11,3.02,22490000.0,N/A
386,N/A,N/A,SCHL,N/A,N/A,N/A,N/A,N/A,0.96,53.22,0.89,1.18,1.71,4.86,2.83,1470000000.0,47.22,1470000000.0,1170000000.0,27.09,4.12,0.71,10.98,0.71,927100000.0,1470000000.0,N/A,0.79,311900000.0,33.10,311900000.0,8.91,0.96,2.12,35.50,154500000.0,1470000000.0,11.06,88.06,N/A,9.65,3.60,1560000.0,N/A
387,N/A,N/A,PXD,N/A,N/A,N/A,N/A,N/A,25.77,213.56,4.93,2.50,2.32,6.53,1.34,26530000000.0,31.69,26530000000.0,26980000000.0,50.95,27.82,5.02,15.26,5.02,1770000000.0,26530000000.0,N/A,0.73,11.74,45.00,11.74,11.74,2730000000.0,1.69,62.24,1840000000.0,26530000000.0,0.83,93.10,N/A,2.84,3.30,6160000.0,N/A
388,N/A,N/A,AVP,N/A,N/A,N/A,N/A,N/A,1.87,10.95,0.16,0.00,0.00,5.14,5710000000.0,915200000.0,13.02,915200000.0,10.95,10.95,0.16,0.00,0.00,0.00,3460000000.0,915200000.0,N/A,0.23,663800000.0,3460000000.0,663800000.0,1890000000.0,1890000000.0,1.87,1.87,259800000.0,915200000.0,0.39,84.51,N/A,0.04,0.00,0.00,N/A
389,N/A,N/A,MOS,N/A,N/A,N/A,N/A,N/A,38.55,24.68,1.15,0.82,4.68,6.75,1.73,8289999999.999999,20.47,8289999999.999999,11610000000.0,21.67,3.60,1.62,9.89,1.62,1170000000.0,8289999999.999999,N/A,0.96,480.40,1.70,685700000.0,1.95,3920000000.0,1.78,28.81,852700000.0,8289999999.999999,0.18,81.00,N/A,3.96,5.71,20990000.0,N/A
390,N/A,N/A,AIV,N/A,N/A,N/A,N/A,N/A,8.47,33.46,7.35,5.21,0.00,23.97,988030000.0,7260000000.0,6.32,7260000000.0,33.46,95.93,16.25,0.00,0.00,0.00,639090000.0,7260000000.0,N/A,1.32,55680000.0,639090000.0,55680000.0,4390000000.0,4390000000.0,8.47,8.47,386290000.0,7260000000.0,0.86,102.43,N/A,3.7,4.06,4690000.0,N/A
391,N/A,N/A,DTE,N/A,N/A,N/A,N/A,N/A,127.50,21.28,1.70,2.21,8.01,13.29,3.24,20720000000.0,68.21,20720000000.0,33140000000.0,20.33,4.25,2.71,13.58,2.71,2800000000.0,20720000000.0,N/A,5.43,20.10,10.80,0.35,0.35,12560000000.0,1.08,52.25,1870000000.0,20720000000.0,0.49,70.99,N/A,3.36,2.34,4040000.0,N/A
392,N/A,N/A,CTAS,N/A,N/A,N/A,N/A,N/A,110.73,31.21,2.99,6.59,9.88,15.86,10.20,16920000000.000002,53.84,16920000000.000002,19420000000.0,26.14,2.26,3.43,17.32,3.43,2380000000.0,16920000000.000002,N/A,5.10,57.30,27.20,213040000.0,2840000000.0,2840000000.0,1.84,24.17,860670000.0,16920000000.000002,14.82,69.12,N/A,8.2,4.39,3520000.0,N/A
393,N/A,N/A,MMC,N/A,N/A,N/A,N/A,N/A,76.96,23.05,3.13,6.10,13.86,20.45,9.21,42940000000.0,26.63,42940000000.0,47140000000.0,20.13,2.19,3.44,14.43,3.44,13210000000.0,42940000000.0,N/A,3.65,3.70,6.60,1080000000.0,2.11,5490000000.0,1.37,13.78,2029999999.9999998,42940000000.0,0.18,88.03,N/A,3.06,1.07,5790000.0,N/A
394,N/A,N/A,KMI,N/A,N/A,N/A,N/A,N/A,104.91,32.05,2.95,1.13,10.38,27.80,2.89,39730000000.0,6.03,39730000000.0,76480000000.0,25.06,1.36,5.68,12.75,5.68,7260000000.0,39730000000.0,N/A,0.56,0.27,1.50,0.27,0.27,38320000000.0,0.42,15.79,4590000000.0,39730000000.0,13.54,62.86,N/A,3.9,2.68,53760000.0,N/A
395,N/A,N/A,WFC,N/A,N/A,N/A,N/A,N/A,36.99,15.33,3.43,1.60,24.85,39.50,1.10,292060000000.0,17.03,292060000000.0,242960000000.0,13.73,1.82,2.86,24.85,2.86,19520000000.0,292060000000.0,N/A,3.87,18.60,1.50,391990000000.0,79.61,342200000000.0,36.99,36.99,22470000000.0,292060000000.0,79.58,0.00,N/A,0.16,0.00,1.56,N/A
396,N/A,N/A,DSW,N/A,N/A,N/A,N/A,N/A,2.74,20.75,0.64,1.87,3.13,6.44,7.74,1780000000.0,34.35,1780000000.0,1390000000.0,14.70,4.53,0.51,5.37,0.51,771830000.0,1780000000.0,N/A,1.07,89.60,1.70,329550000.0,4.12,2.74,2.74,11.86,240720000.0,1780000000.0,11.35,102.12,N/A,6.07,21.54,12480000.0,N/A
397,N/A,N/A,CCL,N/A,N/A,N/A,N/A,N/A,38.07,18.20,2.80,2.00,15.52,19.13,5.14,48130000000.0,23.71,48130000000.0,56430000000.0,15.56,1.38,3.28,11.09,3.28,7010000000.0,48130000000.0,N/A,3.68,6.70,8.20,0.68,0.68,9200000000.0,0.21,33.53,5320000000.0,48130000000.0,23.90,80.02,N/A,2.98,2.30,7380000.0,N/A
398,N/A,N/A,MAR,N/A,N/A,N/A,N/A,N/A,192.13,35.23,9.32,10.50,27.96,48.79,6.27,47150000000.0,13.28,47150000000.0,54770000000.0,26.72,2.01,10.82,19.33,10.82,2630000000.0,47150000000.0,N/A,3.67,460.00,62.40,1.39,1.39,8670000000.0,0.52,12.31,2290000000.0,47150000000.0,38.96,0.00,N/A,0.14,0.00,1.32,N/A
399,N/A,N/A,KEY,N/A,N/A,N/A,N/A,N/A,13.18,17.27,3.63,1.51,22.53,37.54,0.97,21390000000.0,5.49,21390000000.0,35570000000.0,13.17,1.79,6.03,22.53,6.03,1250000000.0,21390000000.0,N/A,1.15,111.60,16.10,1980000000.0,1.84,16320000000.0,13.18,13.18,1910000000.0,21390000000.0,0.32,82.42,N/A,1.33,1.48,11880000.0,N/A
400,N/A,N/A,NI,N/A,N/A,N/A,N/A,N/A,199.14,33.14,1.90,2.09,5.61,18.00,2.90,9140000000.0,14.75,9140000000.0,17770000000.0,21.20,2.97,3.70,12.76,3.70,3100000000.0,9140000000.0,N/A,0.82,48.50,6.50,19300000.0,0.06,8690000000.0,0.52,12.96,800900000.0,9140000000.0,0.34,84.60,N/A,0.00,0.00,0.7,N/A
401,N/A,N/A,PRGO,N/A,N/A,N/A,N/A,N/A,60.43,15.91,2.40,2.01,58.66,12.92,2.70,12060000000.0,35.05,12060000000.0,15340000000.0,15.91,2.62,3.05,13.90,3.05,2049999999.9999998,12060000000.0,N/A,20.57,774400000.0,7.70,774400000.0,5.43,3670000000.0,1.73,42.65,710500000.0,12060000000.0,0.51,86.97,N/A,7.3,11.61,13980000.0,N/A
402,N/A,N/A,CLDX,N/A,N/A,N/A,N/A,N/A,5.91,3.37,36.92,1.83,0.00,019.29,24.89,412030000.0,0.09,412030000.0,257910000.00000003,3.37,36.92,23.11,2.38,23.11,6790000.0,412030000.0,N/A,1.00,140530000.0,76.80,140530000.0,1.03,5.91,5.91,1.66,100760000.0,412030000.0,0.62,54.24,N/A,5.82,7.50,7410000.0,N/A
403,N/A,N/A,XYL,N/A,N/A,N/A,N/A,N/A,92.18,39.65,2.71,4.97,6.85,12.31,6.02,12250000000.0,25.20,12250000000.0,14280000000.0,24.44,2.13,3.16,18.20,3.16,1460000000.0,12250000000.0,N/A,1.72,42.50,33.20,1.58,1.58,2290000000.0,1.76,13.71,371880000.0,12250000000.0,31.04,0.00,N/A,3.91,2.00,4090000.0,N/A
404,N/A,N/A,CA,N/A,N/A,N/A,N/A,N/A,49.23,19.35,3.44,2.33,17.83,27.15,6.02,14010000000.0,9.84,14010000000.0,13980000000.0,13.08,5.01,3.43,11.66,3.43,3220000000.0,14010000000.0,N/A,1.73,13.20,1.60,2820000000.0,6.74,2920000000.0,1.24,14.35,1230000000.0,14010000000.0,24.99,72.10,N/A,3.28,2.18,6930000.0,N/A
405,N/A,N/A,USB,N/A,N/A,N/A,N/A,N/A,25.98,16.48,4.63,2.13,30.31,42.45,1.33,91870000000.0,11.76,91870000000.0,121420000000.0,14.84,2.52,6.12,30.31,6.12,5690000000.0,91870000000.0,N/A,3.36,4.10,3.90,22220000000.0,13.39,51540000000.0,25.98,25.98,8740000000.0,91870000000.0,0.13,75.57,N/A,2.4,0.83,14410000.0,N/A
406,N/A,N/A,EIX,N/A,N/A,N/A,N/A,N/A,89.78,16.40,1.95,1.88,12.01,17.68,2.52,23390000000.0,36.76,23390000000.0,37310000000.0,16.78,2.88,3.11,9.36,3.11,4470000000.0,23390000000.0,N/A,4.38,11.60,2.50,0.36,0.36,13130000000.0,0.51,38.11,3440000000.0,23390000000.0,0.18,83.88,N/A,2.31,1.18,3860000.0,N/A
407,N/A,N/A,FB,N/A,N/A,N/A,N/A,N/A,13.38,34.68,14.25,7.30,41.75,47.91,15.76,520140000000.0,12.61,520140000000.0,485160000000.0,27.00,1.07,13.30,23.93,13.30,23850000000.0,520140000000.0,N/A,5.16,79.20,47.30,38290000000.0,13.18,13.38,13.38,24.52,21480000000.0,520140000000.0,1.75,72.94,N/A,1.32,0.93,21200000.0,N/A
408,N/A,N/A,SYK,N/A,N/A,N/A,N/A,N/A,69.31,32.47,4.69,5.45,14.67,22.22,8.08,56860000000.0,32.43,56860000000.0,61060000000.0,21.34,2.25,5.03,18.40,5.03,7500000000.0,56860000000.0,N/A,4.68,22.30,6.10,2730000000.0,7.29,7220000000.0,2.37,27.86,1440000000.0,56860000000.0,14.76,76.71,N/A,5.55,1.94,6720000.0,N/A
409,N/A,N/A,IBM,N/A,N/A,N/A,N/A,N/A,231.02,12.91,1.83,7.30,14.43,15.72,6.49,143320000000.0,83.47,143320000000.0,176300000000.0,11.11,4.76,2.25,10.47,2.25,38290000000.0,143320000000.0,N/A,11.99,4.50,0.40,11510000000.0,12.44,45640000000.0,1.41,21.20,14840000000.0,143320000000.0,0.09,59.66,N/A,2.71,1.79,15320000.0,N/A
410,N/A,N/A,PCG,N/A,N/A,N/A,N/A,N/A,94.31,12.29,1.55,1.44,12.53,20.25,3.25,27500000000.0,34.83,27500000000.0,45240000000.0,13.99,6.92,2.55,7.08,2.55,4930000000.0,27500000000.0,N/A,4.35,41.80,6.10,0.37,0.37,18190000000.0,0.85,37.05,5860000000.0,27500000000.0,0.17,84.89,N/A,0.82,1.32,6120000.0,N/A
411,N/A,N/A,CF,N/A,N/A,N/A,N/A,N/A,92.72,145.41,2.35,2.89,10.95,4.75,0.76,9160000000.0,16.72,9160000000.0,12710000000.0,145.41,2.40,3.26,12.27,3.26,1040000000.0,9160000000.0,N/A,1.84,1990000000.0,27.90,1990000000.0,8.54,5790000000.0,1.71,13.58,1430000000.0,9160000000.0,6.94,32.61,N/A,6.23,12.55,23480000.0,N/A
412,N/A,N/A,APC,N/A,N/A,N/A,N/A,N/A,120.31,82.62,2.50,2.46,18.54,21.59,3.20,26220000000.0,19.03,26220000000.0,37420000000.0,82.62,1.63,3.56,10.89,3.56,4970000000.0,26220000000.0,N/A,3.54,5260000000.0,15.90,5260000000.0,9.62,16750000000.0,2.03,19.51,3740000000.0,26220000000.0,0.29,90.28,N/A,0.05,0.00,0.2,N/A
413,N/A,N/A,CB,N/A,N/A,N/A,N/A,N/A,108.74,17.97,2.15,1.38,0.00,14.87,32460000000.0,69660000000.0,69.38,69660000000.0,17.97,13.96,5.00,0.00,0.00,0.00,9010000000.0,69660000000.0,N/A,8.35,4080000000.0,9010000000.0,4080000000.0,16050000000.0,16050000000.0,108.74,108.74,4870000000.0,69660000000.0,0.53,89.51,N/A,2.86,0.83,4410000.0,N/A
414,N/A,N/A,FE,N/A,N/A,N/A,N/A,N/A,353.81,12.98,1.08,2.28,37.03,18.16,3.22,14600000000.0,30.80,14600000000.0,36820000000.0,12.98,1.48,2.71,9.40,2.71,9080000000.0,14600000000.0,N/A,11.40,4.20,5.10,0.9,0.9,22670000000.0,0.69,14.40,3540000000.0,14600000000.0,39.54,0.00,N/A,0.00,0.00,1.44,N/A
415,N/A,N/A,ICE,N/A,N/A,N/A,N/A,N/A,37.84,25.80,8.98,2.60,35.50,52.24,1.94,41500000000.0,7.81,41500000000.0,13730000000.0,20.92,2.14,2.97,4.83,2.97,5780000000.0,41500000000.0,N/A,2.75,7.30,6.00,3.78,3.78,6060000000.0,1.01,27.29,2049999999.9999998,41500000000.0,92.11,5.00,N/A,0.00,0.00,0.8,N/A
416,N/A,N/A,MCHP,N/A,N/A,N/A,N/A,N/A,85.10,36.00,5.49,5.76,16.23,22.86,7.03,20450000000.0,16.51,20450000000.0,22140000000.0,15.02,0.70,5.95,15.84,5.95,1760000000.0,20450000000.0,N/A,2.43,457.70,16.20,1310000000.0,5.62,3020000000.0,3.33,15.16,1310000000.0,20450000000.0,2.09,109.57,N/A,14.88,13.01,29280000.0,N/A
417,N/A,N/A,DUK,N/A,N/A,N/A,N/A,N/A,128.03,28.95,2.68,1.48,9.27,27.91,3.01,61630000000.0,32.86,61630000000.0,114560000000.0,18.23,5.97,4.99,10.98,4.99,9770000000.0,61630000000.0,N/A,3.04,18.90,1.50,0.4,0.4,53310000000.0,0.71,59.47,6200000000.0,61630000000.0,0.06,60.64,N/A,3.49,1.19,9030000.0,N/A
418,N/A,N/A,DNB,N/A,N/A,N/A,N/A,N/A,0.93,23.35,2.59,3.31,11.12,23.25,11.66,4480000000.0,46.99,4480000000.0,5740000000.0,16.44,2.74,3.31,13.54,3.31,1700000000.0,4480000000.0,N/A,5.20,11.66,3.80,11.66,11.66,1680000000.0,0.93,23.65,266320000.0,4480000000.0,0.37,94.59,N/A,2.46,1.74,2.01,N/A
419,N/A,N/A,IPG,N/A,N/A,N/A,N/A,N/A,92.12,13.94,1.01,3.90,7.43,12.02,4.98,7860000000.0,19.93,7860000000.0,9760000000.0,12.96,1.35,1.25,8.84,1.25,7850000000.0,7860000000.0,N/A,1.45,13.70,1.00,1.81,1.81,2100000000.0,0.93,5.18,401300000.0,7860000000.0,0.67,105.02,N/A,3.34,6.81,31780000.0,N/A
420,N/A,N/A,HRS,N/A,N/A,N/A,N/A,N/A,133.81,31.98,2.90,5.71,9.40,19.34,6.51,17079999999.999998,48.54,17079999999.999998,20680000000.0,20.79,0.84,3.51,14.87,3.51,2089999999.9999998,17079999999.999998,N/A,4.48,0.60,0.50,3.26,3.26,133.81,1.11,25.09,1040000000.0,17079999999.999998,0.39,86.43,N/A,2.88,1.77,1470000.0,N/A
421,N/A,N/A,UNM,N/A,N/A,N/A,N/A,N/A,31.30,13.49,1.15,1.37,8.67,14.14,1.56,12900000000.0,49.23,12900000000.0,14580000000.0,12.95,2.69,1.30,8.61,1.30,3670000000.0,12900000000.0,N/A,4.26,6.90,2.00,1120000000.0,4.98,2960000000.0,7.33,42.11,1230000000.0,12900000000.0,0.36,95.75,N/A,3.64,2.25,3350000.0,N/A
422,N/A,N/A,AES,N/A,N/A,N/A,N/A,N/A,344.75,9.04,0.50,2.23,5.43,17.13,3.99,7110000000.0,21.42,7110000000.0,27140000000.0,9.04,1.26,1.92,7.53,1.92,2430000000.0,7110000000.0,N/A,1.17,13.10,2.50,1960000000.0,2.97,22030000000.0,0.99,4.82,2390000000.0,7110000000.0,0.33,97.25,N/A,1.28,1.62,8189999.999999999,N/A
423,N/A,N/A,WYNN,N/A,N/A,N/A,N/A,N/A,555.73,44.22,2.77,49.53,6.24,15.67,4.96,16399999999.999998,58.10,16399999999.999998,23320000000.0,24.47,3.80,3.94,15.72,3.94,1690000000.0,16399999999.999998,N/A,3.61,3090000000.0,45.30,3090000000.0,30.27,10180000000.0,1.73,3.22,1570000000.0,16399999999.999998,22.08,74.72,N/A,2.65,5.75,4410000.0,N/A
424,N/A,N/A,NOK,N/A,N/A,N/A,N/A,N/A,3.50,14.06,0.95,1.33,0.00,3.18,27360000000.0,26070000000.0,4.80,26070000000.0,14.06,14.06,0.64,0.00,0.00,0.00,8920000000.0,26070000000.0,N/A,0.10,8140000000.000001,8920000000.0,8140000000.000001,4550000000.0,4550000000.0,3.50,3.50,392780000.0,26070000000.0,0.00,6.09,N/A,1.31,0.00,20320000.0,N/A
425,N/A,N/A,MAT,N/A,N/A,N/A,N/A,N/A,199.29,28.92,1.01,3.59,11.73,4.23,2.10,5170000000.0,14.88,5170000000.0,7980000000.0,28.92,25.99,1.56,16.73,1.56,2550000000.0,5170000000.0,N/A,1.75,181310000.0,13.10,181310000.0,0.53,2870000000.0,1.32,4.19,185780000.0,5170000000.0,0.35,116.86,N/A,3.97,28.31,76800000.0,N/A
426,N/A,N/A,ADI,N/A,N/A,N/A,N/A,N/A,77.26,41.31,6.17,3.10,14.24,30.02,6.58,31530000000.0,14.75,31530000000.0,38550000000.0,15.27,2.23,7.55,18.21,7.55,3060000000.0,31530000000.0,N/A,2.07,17.40,53.60,1050000000.0,2.84,7850000000.0,1.47,27.57,1110000000.0,31530000000.0,0.55,88.64,N/A,4.24,2.56,1.8,N/A
427,N/A,N/A,YUM,N/A,N/A,N/A,N/A,N/A,1.42,25.50,4.53,5.95,19.09,28.63,13.96,28080000000.0,17.49,28080000000.0,36850000000.0,26.20,2.14,5.95,17.94,5.95,2870000000.0,28080000000.0,N/A,3.27,34.70,5.40,2.92,2.92,9850000000.0,1.42,18.06,0.71,28080000000.0,0.22,77.36,N/A,2.62,1.44,3880000.0,N/A
428,N/A,N/A,SHW,N/A,N/A,N/A,N/A,N/A,399.47,35.94,2.77,13.87,7.82,13.79,8.58,38230000000.0,148.85,38230000000.0,48800000000.0,22.60,1.61,3.54,21.86,3.54,5920000000.0,38230000000.0,N/A,11.38,18.10,37.40,207940000.0,2.24,10950000000.0,1.07,29.48,1600000000.0,38230000000.0,12.27,77.46,N/A,3.3,1.88,1740000.0,N/A
429,N/A,N/A,MAC,N/A,N/A,N/A,N/A,N/A,119.87,64.65,9.29,2.41,13.73,27.69,1.88,9930000000.0,7.46,9930000000.0,13980000000.0,82.19,310.10,13.09,22.00,13.09,635330000.0,9930000000.0,N/A,1.02,41.10,4.10,87130000.0,0.62,4990000000.0,0.68,27.26,388020000.0,9930000000.0,0.55,103.43,N/A,6.36,8.70,2.96,N/A
430,N/A,N/A,COG,N/A,N/A,N/A,N/A,N/A,57.53,28.32,7.68,4.85,8.85,7.94,1.56,12830000000.0,3.60,12830000000.0,13860000000.0,28.32,1.33,8.29,14.77,8.29,607650000.0,12830000000.0,N/A,0.32,510260000.0,27.30,510260000.0,1.1,1520000000.0,1.64,5.72,853720000.0,12830000000.0,1.49,97.34,N/A,2.67,3.57,16790000.0,N/A
431,N/A,N/A,MUR,N/A,N/A,N/A,N/A,N/A,58.59,167.29,2.41,0.99,4.37,8.10,1.00,4910000000.0,11.80,4910000000.0,6770000000.0,167.29,2.04,3.33,5.12,3.33,1250000000.0,4910000000.0,N/A,0.52,997210000.0,2.50,997210000.0,5.78,2920000000.0,1.74,28.86,1140000000.0,4910000000.0,5.81,103.77,N/A,0.00,0.00,3.56,N/A
432,N/A,N/A,LEN,N/A,N/A,N/A,N/A,N/A,89.60,18.28,1.19,1.98,6.65,10.95,5.24,14540000000.0,51.97,14540000000.0,20950000000.0,12.85,1.78,1.71,14.95,1.71,2029999999.9999998,14540000000.0,N/A,3.40,5.60,15.10,722710000.0,3.01,6860000000.0,6.76,31.48,838600000.0,14540000000.0,2.10,95.55,N/A,0.00,0.00,0.16,N/A
433,N/A,N/A,DPS,N/A,N/A,N/A,N/A,N/A,210.71,23.61,2.57,7.99,11.06,20.47,9.06,21410000000.0,36.23,21410000000.0,21410000000.0,19.37,2.91,3.23,13.61,3.23,3860000000.0,21410000000.0,N/A,3.99,15.40,3.60,0.38,0.38,4490000000.0,0.93,11.79,0.43,21410000000.0,0.33,95.38,N/A,5.21,3.99,2.32,N/A
434,N/A,N/A,GWW,N/A,N/A,N/A,N/A,N/A,122.20,26.72,1.24,7.22,4.83,10.65,11.67,12760000000.0,176.05,12760000000.0,14700000000.0,20.14,10.30,1.43,10.82,1.43,4110000000.0000005,12760000000.0,N/A,8.38,12.80,1.50,284580000.0,4.99,2320000000.0,2.28,31.02,1030000000.0,12760000000.0,8.68,87.66,N/A,5.66,16.51,9070000.0,N/A
435,N/A,N/A,KSS,N/A,N/A,N/A,N/A,N/A,90.46,13.14,0.45,1.66,3.48,7.14,5.91,8359999999.999999,109.61,8359999999.999999,12030000000.0,13.38,2.14,0.65,5.26,0.65,6740000000.0,8359999999.999999,N/A,3.79,19.90,0.10,4.38,4.38,4550000000.0,1.63,29.93,1730000000.0,8359999999.999999,0.98,113.65,N/A,6.11,19.58,32890000.0,N/A
436,N/A,N/A,SYMC,N/A,N/A,N/A,N/A,N/A,175.64,14.73,3.80,4.90,5.29,0.28,0.05,17350000000.0,7.43,17350000000.0,21270000000.0,14.73,2.28,4.65,35.69,4.65,3170000000.0,17350000000.0,N/A,0.39,2029999999.9999998,26.70,2029999999.9999998,3.27,6210000000.0,1.12,5.70,472120000.0,17350000000.0,0.93,98.59,N/A,4.08,5.14,18460000.0,N/A
437,N/A,N/A,HOV,N/A,N/A,N/A,N/A,N/A,4.95,252.00,0.15,0.77,12.69,4.95,3.73,373320000.0,17.17,373320000.0,1950000000.0,252.00,1.28,0.77,14.99,0.77,358900000.0,373320000.0,N/A,2.18,278490000.0,17.40,278490000.0,1.89,1730000000.0,4.95,4.11,338560000.0,373320000.0,10.46,36.21,N/A,7.59,7.06,8630000.0,N/A
438,N/A,N/A,PH,N/A,N/A,N/A,N/A,N/A,107.26,24.74,2.03,4.65,8.37,12.34,7.05,25710000000.0,94.94,25710000000.0,30450000000.0,18.21,1.39,2.41,15.56,2.41,2840000000.0,25710000000.0,N/A,7.80,35.80,22.70,974560000.0,7.32,5930000000.0,1.44,41.47,1430000000.0,25710000000.0,0.35,82.07,N/A,2.44,1.28,1270000.0,N/A
439,N/A,N/A,BSX,N/A,N/A,N/A,N/A,N/A,74.88,42.25,4.01,4.66,9.55,17.17,5.22,35390000000.0,6.46,35390000000.0,39860000000.0,18.54,1.95,4.51,16.99,4.51,5960000000.0,35390000000.0,N/A,0.61,24.10,5.60,0.15,0.15,5680000000.0,0.72,5.53,1020000000.0,35390000000.0,0.51,94.02,N/A,2.32,1.32,11840000.0,N/A
440,N/A,N/A,ESRX,N/A,N/A,N/A,N/A,N/A,93.63,11.19,0.39,2.43,3.64,5.41,6.59,38600000000.0,168.43,38600000000.0,49690000000.0,8.91,0.83,0.50,6.97,0.50,8620000000.0,38600000000.0,N/A,6.09,16.40,2.90,3400000000.0,14910000000.0,14910000000.0,0.73,28.10,6230000000.0,38600000000.0,0.32,90.70,N/A,7.54,5.16,31570000.0,N/A
441,N/A,N/A,BBT,N/A,N/A,N/A,N/A,N/A,33.92,18.52,3.69,1.47,22.30,39.31,1.08,39300000000.0,13.20,39300000000.0,65400000000.00001,14.52,2.87,6.15,22.30,6.15,2200000000.0,39300000000.0,N/A,2.69,0.30,2.30,3230000000.0,4.09,29510000000.0,33.92,33.92,4990000000.0,39300000000.0,0.39,68.03,N/A,0.00,0.00,1.32,N/A
